Card,Colors,Notes,Image,Image URL
Desecration Plague,Green (https://app.notion.com/p/Green-385f1559c99b81ad8180d89fdd7dc9cf?pvs=21),,https://cards.scryfall.io/normal/front/4/2/42dbc5e5-5d46-47f7-a700-b65781a13c7a.jpg?1593096170,https://cards.scryfall.io/normal/front/4/2/42dbc5e5-5d46-47f7-a700-b65781a13c7a.jpg?1593096170
Oxidize,Green (https://app.notion.com/p/Green-385f1559c99b81ad8180d89fdd7dc9cf?pvs=21),,https://cards.scryfall.io/normal/front/1/3/1349969e-1cbe-4541-b3ed-154f5a39f1f0.jpg?1562635480,https://cards.scryfall.io/normal/front/1/3/1349969e-1cbe-4541-b3ed-154f5a39f1f0.jpg?1562635480
Thraben Heretic,White (https://app.notion.com/p/White-385f1559c99b814186a1e434ab788b13?pvs=21),,https://cards.scryfall.io/normal/front/2/0/20eb4f21-2f20-4e4b-998c-a72527585549.jpg?1592762748,https://cards.scryfall.io/normal/front/2/0/20eb4f21-2f20-4e4b-998c-a72527585549.jpg?1592762748
Chronomaton,Colorless (https://app.notion.com/p/Colorless-385f1559c99b811ead5fea102e2598e7?pvs=21),,https://cards.scryfall.io/normal/front/7/8/787b6916-3fce-41dd-ab52-f17546fd04ed.jpg?1592754349,https://cards.scryfall.io/normal/front/7/8/787b6916-3fce-41dd-ab52-f17546fd04ed.jpg?1592754349
Breaker of Armies,Colorless (https://app.notion.com/p/Colorless-385f1559c99b811ead5fea102e2598e7?pvs=21),,https://cards.scryfall.io/normal/front/7/8/784e843e-7010-466d-adbd-1dd1595aead1.jpg?1562923386,https://cards.scryfall.io/normal/front/7/8/784e843e-7010-466d-adbd-1dd1595aead1.jpg?1562923386
Arcum's Sleigh,Colorless (https://app.notion.com/p/Colorless-385f1559c99b811ead5fea102e2598e7?pvs=21),,https://cards.scryfall.io/normal/front/e/9/e9780ce2-756c-48e5-9936-45f6a224f61d.jpg?1587912137,https://cards.scryfall.io/normal/front/e/9/e9780ce2-756c-48e5-9936-45f6a224f61d.jpg?1587912137
Quagmire Druid,Black (https://app.notion.com/p/Black-385f1559c99b81159969d6f2ba866779?pvs=21),,https://cards.scryfall.io/normal/front/c/c/ccb57a8b-1b2e-4119-a90e-b2b3de79e791.jpg?1562938234,https://cards.scryfall.io/normal/front/c/c/ccb57a8b-1b2e-4119-a90e-b2b3de79e791.jpg?1562938234
Bumper Cars,Colorless (https://app.notion.com/p/Colorless-385f1559c99b811ead5fea102e2598e7?pvs=21),,https://cards.scryfall.io/normal/front/2/b/2bdefffa-14bb-4a2b-9e75-13e29eaa6677.jpg?1673915251,https://cards.scryfall.io/normal/front/2/b/2bdefffa-14bb-4a2b-9e75-13e29eaa6677.jpg?1673915251
Soul-Guide Lantern,Colorless (https://app.notion.com/p/Colorless-385f1559c99b811ead5fea102e2598e7?pvs=21),,https://cards.scryfall.io/normal/front/f/4/f4907e7b-d6d5-4e9b-968f-bce34ae4a577.jpg?1752945184,https://cards.scryfall.io/normal/front/f/4/f4907e7b-d6d5-4e9b-968f-bce34ae4a577.jpg?1752945184
Ghastly Death Tyrant,Black (https://app.notion.com/p/Black-385f1559c99b81159969d6f2ba866779?pvs=21),,https://cards.scryfall.io/normal/front/5/6/564728ed-dbf0-471c-a34a-5bd3b486b7e5.jpg?1674136095,https://cards.scryfall.io/normal/front/5/6/564728ed-dbf0-471c-a34a-5bd3b486b7e5.jpg?1674136095
Courtly Provocateur,Blue (https://app.notion.com/p/Blue-385f1559c99b81ad8f01d3f8ad7be42e?pvs=21),,https://cards.scryfall.io/normal/front/b/a/ba912207-a8bf-4ffb-9967-34029cb09f7f.jpg?1562559209,https://cards.scryfall.io/normal/front/b/a/ba912207-a8bf-4ffb-9967-34029cb09f7f.jpg?1562559209
Pawpatch Formation,Green (https://app.notion.com/p/Green-385f1559c99b81ad8180d89fdd7dc9cf?pvs=21),,https://cards.scryfall.io/normal/front/b/8/b82c20ad-0f69-4822-ae76-770832cccdf7.jpg?1721426886,https://cards.scryfall.io/normal/front/b/8/b82c20ad-0f69-4822-ae76-770832cccdf7.jpg?1721426886
Lion Sash,White (https://app.notion.com/p/White-385f1559c99b814186a1e434ab788b13?pvs=21),,https://cards.scryfall.io/normal/front/3/e/3e1766e9-2fa7-4446-a255-7beea1467ece.jpg?1654566400,https://cards.scryfall.io/normal/front/3/e/3e1766e9-2fa7-4446-a255-7beea1467ece.jpg?1654566400
Treasured Find,"Black (https://app.notion.com/p/Black-385f1559c99b81159969d6f2ba866779?pvs=21), Green (https://app.notion.com/p/Green-385f1559c99b81ad8180d89fdd7dc9cf?pvs=21)",,https://cards.scryfall.io/normal/front/9/3/9317b616-eabe-461a-bd60-6dd8620becb4.jpg?1592754833,https://cards.scryfall.io/normal/front/9/3/9317b616-eabe-461a-bd60-6dd8620becb4.jpg?1592754833
Pull from Eternity,White (https://app.notion.com/p/White-385f1559c99b814186a1e434ab788b13?pvs=21),,https://cards.scryfall.io/normal/front/3/d/3d218091-d218-41ad-b666-c8ab3de7160a.jpg?1562907702,https://cards.scryfall.io/normal/front/3/d/3d218091-d218-41ad-b666-c8ab3de7160a.jpg?1562907702
Hinterland Hermit // Hinterland Scourge,Red (https://app.notion.com/p/Red-385f1559c99b81ad809afb2dead490e9?pvs=21),,https://cards.scryfall.io/normal/front/b/6/b6edac85-78e7-4e90-b538-b67c88bb5c62.jpg?1581395155,https://cards.scryfall.io/normal/front/b/6/b6edac85-78e7-4e90-b538-b67c88bb5c62.jpg?1581395155
Rats' Feast,Black (https://app.notion.com/p/Black-385f1559c99b81159969d6f2ba866779?pvs=21),,https://cards.scryfall.io/normal/front/b/2/b243ce02-4fff-444c-acc4-e1a199621a53.jpg?1595095831,https://cards.scryfall.io/normal/front/b/2/b243ce02-4fff-444c-acc4-e1a199621a53.jpg?1595095831
Tormod's Crypt,Colorless (https://app.notion.com/p/Colorless-385f1559c99b811ead5fea102e2598e7?pvs=21),,https://cards.scryfall.io/normal/front/7/5/752bf493-5839-47e8-95f2-6d8201907428.jpg?1675201100,https://cards.scryfall.io/normal/front/7/5/752bf493-5839-47e8-95f2-6d8201907428.jpg?1675201100
Withered Wretch,Black (https://app.notion.com/p/Black-385f1559c99b81159969d6f2ba866779?pvs=21),,https://cards.scryfall.io/normal/front/2/3/235f15f5-1a5a-4eff-b0db-262f777e2b66.jpg?1562841669,https://cards.scryfall.io/normal/front/2/3/235f15f5-1a5a-4eff-b0db-262f777e2b66.jpg?1562841669
Epicenter,Red (https://app.notion.com/p/Red-385f1559c99b81ad809afb2dead490e9?pvs=21),,https://cards.scryfall.io/normal/front/1/a/1a9232ae-9f32-4bbc-a020-554b3f9cbbd3.jpg?1562900002,https://cards.scryfall.io/normal/front/1/a/1a9232ae-9f32-4bbc-a020-554b3f9cbbd3.jpg?1562900002
Vandalblast,Red (https://app.notion.com/p/Red-385f1559c99b81ad809afb2dead490e9?pvs=21),,https://cards.scryfall.io/normal/front/7/1/71067239-d46f-4201-a91c-6aa4c41fa8b1.jpg?1781100306,https://cards.scryfall.io/normal/front/7/1/71067239-d46f-4201-a91c-6aa4c41fa8b1.jpg?1781100306
Smelt,Red (https://app.notion.com/p/Red-385f1559c99b81ad809afb2dead490e9?pvs=21),,https://cards.scryfall.io/normal/front/9/a/9a13293d-89a7-400c-8309-9f62eeb4769c.jpg?1562303369,https://cards.scryfall.io/normal/front/9/a/9a13293d-89a7-400c-8309-9f62eeb4769c.jpg?1562303369
Fear of Being Hunted,Red (https://app.notion.com/p/Red-385f1559c99b81ad809afb2dead490e9?pvs=21),,https://cards.scryfall.io/normal/front/a/0/a0a5e716-68c1-4fa0-aa08-5b08114e08d8.jpg?1726286347,https://cards.scryfall.io/normal/front/a/0/a0a5e716-68c1-4fa0-aa08-5b08114e08d8.jpg?1726286347
Grave Studies,"Black (https://app.notion.com/p/Black-385f1559c99b81159969d6f2ba866779?pvs=21), Green (https://app.notion.com/p/Green-385f1559c99b81ad8180d89fdd7dc9cf?pvs=21)",,https://cards.scryfall.io/normal/front/8/8/881a710d-cdb9-4367-91b7-34869037f209.jpg?1779113698,https://cards.scryfall.io/normal/front/8/8/881a710d-cdb9-4367-91b7-34869037f209.jpg?1779113698
"Aurelia, the Warleader","Red (https://app.notion.com/p/Red-385f1559c99b81ad809afb2dead490e9?pvs=21), White (https://app.notion.com/p/White-385f1559c99b814186a1e434ab788b13?pvs=21)",,https://cards.scryfall.io/normal/front/b/c/bc6ffc1c-575b-4116-83c9-d13b29886c35.jpg?1730491066,https://cards.scryfall.io/normal/front/b/c/bc6ffc1c-575b-4116-83c9-d13b29886c35.jpg?1730491066
The Masamune,Colorless (https://app.notion.com/p/Colorless-385f1559c99b811ead5fea102e2598e7?pvs=21),,https://cards.scryfall.io/normal/front/f/c/fc408575-8ef7-4043-b6b7-b38cef7c97d1.jpg?1748706776,https://cards.scryfall.io/normal/front/f/c/fc408575-8ef7-4043-b6b7-b38cef7c97d1.jpg?1748706776
"Ant-Man, Scott Lang",White (https://app.notion.com/p/White-385f1559c99b814186a1e434ab788b13?pvs=21),,https://cards.scryfall.io/normal/front/2/c/2c468103-dc1c-4798-bd13-8661ff53f7c4.jpg?1781930909,https://cards.scryfall.io/normal/front/2/c/2c468103-dc1c-4798-bd13-8661ff53f7c4.jpg?1781930909
Essence Flux,Blue (https://app.notion.com/p/Blue-385f1559c99b81ad8f01d3f8ad7be42e?pvs=21),,https://cards.scryfall.io/normal/front/c/9/c94b37df-aaa5-4981-be3b-c934a7971123.jpg?1737936190,https://cards.scryfall.io/normal/front/c/9/c94b37df-aaa5-4981-be3b-c934a7971123.jpg?1737936190
Entrancing Lyre,Colorless (https://app.notion.com/p/Colorless-385f1559c99b811ead5fea102e2598e7?pvs=21),,https://cards.scryfall.io/normal/front/0/6/064abee6-7394-4b75-946f-4ad9840034ac.jpg?1581481188,https://cards.scryfall.io/normal/front/0/6/064abee6-7394-4b75-946f-4ad9840034ac.jpg?1581481188
Elf Replica,Colorless (https://app.notion.com/p/Colorless-385f1559c99b811ead5fea102e2598e7?pvs=21),,https://cards.scryfall.io/normal/front/b/9/b92cce55-22ee-40a7-bb94-4889093f142c.jpg?1562155784,https://cards.scryfall.io/normal/front/b/9/b92cce55-22ee-40a7-bb94-4889093f142c.jpg?1562155784
Blur,Blue (https://app.notion.com/p/Blue-385f1559c99b81ad8f01d3f8ad7be42e?pvs=21),,https://cards.scryfall.io/normal/front/7/7/77a43413-3ab0-4ef6-83de-192a11d48f00.jpg?1771389069,https://cards.scryfall.io/normal/front/7/7/77a43413-3ab0-4ef6-83de-192a11d48f00.jpg?1771389069
Veiled Crocodile,Blue (https://app.notion.com/p/Blue-385f1559c99b81ad8f01d3f8ad7be42e?pvs=21),,https://cards.scryfall.io/normal/front/9/b/9be15ae1-5262-40ba-937c-217a33d131da.jpg?1562927895,https://cards.scryfall.io/normal/front/9/b/9be15ae1-5262-40ba-937c-217a33d131da.jpg?1562927895
Lost to Legend,White (https://app.notion.com/p/White-385f1559c99b814186a1e434ab788b13?pvs=21),,https://cards.scryfall.io/normal/front/c/4/c4e40481-aeaa-4b3d-a020-e9b6d7c11992.jpg?1686967846,https://cards.scryfall.io/normal/front/c/4/c4e40481-aeaa-4b3d-a020-e9b6d7c11992.jpg?1686967846
Hydrosurge,Blue (https://app.notion.com/p/Blue-385f1559c99b81ad8f01d3f8ad7be42e?pvs=21),,https://cards.scryfall.io/normal/front/1/f/1fd4dacb-912e-4e54-ab60-16a5262d0fbb.jpg?1562783653,https://cards.scryfall.io/normal/front/1/f/1fd4dacb-912e-4e54-ab60-16a5262d0fbb.jpg?1562783653
"Syr Ginger, the Meal Ender",Colorless (https://app.notion.com/p/Colorless-385f1559c99b811ead5fea102e2598e7?pvs=21),,https://cards.scryfall.io/normal/front/7/f/7fbdba12-1369-41ae-b0e9-c405c0f0a2e5.jpg?1692939939,https://cards.scryfall.io/normal/front/7/f/7fbdba12-1369-41ae-b0e9-c405c0f0a2e5.jpg?1692939939
Intervention Pact,White (https://app.notion.com/p/White-385f1559c99b814186a1e434ab788b13?pvs=21),,https://cards.scryfall.io/normal/front/b/c/bca127ef-349e-4380-875d-49c14fa03b18.jpg?1562932918,https://cards.scryfall.io/normal/front/b/c/bca127ef-349e-4380-875d-49c14fa03b18.jpg?1562932918
Soul's Grace,White (https://app.notion.com/p/White-385f1559c99b814186a1e434ab788b13?pvs=21),,https://cards.scryfall.io/normal/front/3/d/3d2e8701-f2c3-4cc1-ac81-ba1987d80fec.jpg?1562702998,https://cards.scryfall.io/normal/front/3/d/3d2e8701-f2c3-4cc1-ac81-ba1987d80fec.jpg?1562702998
Eldrazi Conscription,Colorless (https://app.notion.com/p/Colorless-385f1559c99b811ead5fea102e2598e7?pvs=21),,https://cards.scryfall.io/normal/front/3/3/33965c48-a7ce-4a04-8251-8eeb2d908c0b.jpg?1775940538,https://cards.scryfall.io/normal/front/3/3/33965c48-a7ce-4a04-8251-8eeb2d908c0b.jpg?1775940538
Wandering Musicians,"Red (https://app.notion.com/p/Red-385f1559c99b81ad809afb2dead490e9?pvs=21), White (https://app.notion.com/p/White-385f1559c99b814186a1e434ab788b13?pvs=21)",,https://cards.scryfall.io/normal/front/3/d/3da81dbd-dc80-47ff-a33b-270d23a24e0a.jpg?1764121845,https://cards.scryfall.io/normal/front/3/d/3da81dbd-dc80-47ff-a33b-270d23a24e0a.jpg?1764121845
Flowstone Thopter,Colorless (https://app.notion.com/p/Colorless-385f1559c99b811ead5fea102e2598e7?pvs=21),,https://cards.scryfall.io/normal/front/5/b/5bf016ec-2654-4c3e-8e2e-6c70c4604d28.jpg?1562630096,https://cards.scryfall.io/normal/front/5/b/5bf016ec-2654-4c3e-8e2e-6c70c4604d28.jpg?1562630096
Oust,White (https://app.notion.com/p/White-385f1559c99b814186a1e434ab788b13?pvs=21),,https://cards.scryfall.io/normal/front/2/c/2c655916-08fc-4971-be2a-1e33bf8b22f3.jpg?1706239747,https://cards.scryfall.io/normal/front/2/c/2c655916-08fc-4971-be2a-1e33bf8b22f3.jpg?1706239747
Frostburn Weird,"Red (https://app.notion.com/p/Red-385f1559c99b81ad809afb2dead490e9?pvs=21), Blue (https://app.notion.com/p/Blue-385f1559c99b81ad8f01d3f8ad7be42e?pvs=21)",,https://cards.scryfall.io/normal/front/3/2/32b03336-76f2-4086-b737-7cd6e30014e6.jpg?1706240126,https://cards.scryfall.io/normal/front/3/2/32b03336-76f2-4086-b737-7cd6e30014e6.jpg?1706240126
Carapace,Green (https://app.notion.com/p/Green-385f1559c99b81ad8180d89fdd7dc9cf?pvs=21),,https://cards.scryfall.io/normal/front/2/7/271c08b3-bb57-4626-8e2f-e09826018080.jpg?1562868054,https://cards.scryfall.io/normal/front/2/7/271c08b3-bb57-4626-8e2f-e09826018080.jpg?1562868054
Delif's Cone,Colorless (https://app.notion.com/p/Colorless-385f1559c99b811ead5fea102e2598e7?pvs=21),,https://cards.scryfall.io/normal/front/2/6/262b8788-c5a0-4c8e-9d58-b769b1b0a2ff.jpg?1610195174,https://cards.scryfall.io/normal/front/2/6/262b8788-c5a0-4c8e-9d58-b769b1b0a2ff.jpg?1610195174
Hardened-Scale Armor,Green (https://app.notion.com/p/Green-385f1559c99b81ad8180d89fdd7dc9cf?pvs=21),,https://cards.scryfall.io/normal/front/7/0/708e7438-b449-490e-820f-9ecd3199541b.jpg?1562131557,https://cards.scryfall.io/normal/front/7/0/708e7438-b449-490e-820f-9ecd3199541b.jpg?1562131557
"Charix, the Raging Isle",Blue (https://app.notion.com/p/Blue-385f1559c99b81ad8f01d3f8ad7be42e?pvs=21),,https://cards.scryfall.io/normal/front/e/8/e83a6804-1e3c-428c-af5e-1d56ba11c108.jpg?1604193709,https://cards.scryfall.io/normal/front/e/8/e83a6804-1e3c-428c-af5e-1d56ba11c108.jpg?1604193709
"Tura Kennerüd, Skyknight","Blue (https://app.notion.com/p/Blue-385f1559c99b81ad8f01d3f8ad7be42e?pvs=21), White (https://app.notion.com/p/White-385f1559c99b814186a1e434ab788b13?pvs=21)",,https://cards.scryfall.io/normal/front/c/8/c839d302-bf85-4a30-a49a-dbbd48695b5c.jpg?1673308128,https://cards.scryfall.io/normal/front/c/8/c839d302-bf85-4a30-a49a-dbbd48695b5c.jpg?1673308128
Dizzy Spell,Blue (https://app.notion.com/p/Blue-385f1559c99b81ad8f01d3f8ad7be42e?pvs=21),,https://cards.scryfall.io/normal/front/6/e/6e0db10d-fb6d-44df-9ff2-6f1e0e8f8209.jpg?1682382094,https://cards.scryfall.io/normal/front/6/e/6e0db10d-fb6d-44df-9ff2-6f1e0e8f8209.jpg?1682382094
"Teferi, Hero of Dominaria","Blue (https://app.notion.com/p/Blue-385f1559c99b81ad8f01d3f8ad7be42e?pvs=21), White (https://app.notion.com/p/White-385f1559c99b814186a1e434ab788b13?pvs=21)",,https://cards.scryfall.io/normal/front/5/d/5d10b752-d9cb-419d-a5c4-d4ee1acb655e.jpg?1562736365,https://cards.scryfall.io/normal/front/5/d/5d10b752-d9cb-419d-a5c4-d4ee1acb655e.jpg?1562736365
Artificer's Dragon,Colorless (https://app.notion.com/p/Colorless-385f1559c99b811ead5fea102e2598e7?pvs=21),,https://cards.scryfall.io/normal/front/c/c/ccd88d6c-7d3a-45b1-85b4-b390d60cae14.jpg?1766988476,https://cards.scryfall.io/normal/front/c/c/ccd88d6c-7d3a-45b1-85b4-b390d60cae14.jpg?1766988476
Iterative Analysis,Colorless (https://app.notion.com/p/Colorless-385f1559c99b811ead5fea102e2598e7?pvs=21),,https://cards.scryfall.io/normal/front/2/1/212a39fa-e1b3-4ae3-945f-6d8cda6372ae.jpg?1681082904,https://cards.scryfall.io/normal/front/2/1/212a39fa-e1b3-4ae3-945f-6d8cda6372ae.jpg?1681082904
Multiform Wonder,Colorless (https://app.notion.com/p/Colorless-385f1559c99b811ead5fea102e2598e7?pvs=21),,https://cards.scryfall.io/normal/front/9/f/9f6956c1-36e2-4c9c-9f69-00b459f094d8.jpg?1576383292,https://cards.scryfall.io/normal/front/9/f/9f6956c1-36e2-4c9c-9f69-00b459f094d8.jpg?1576383292
Brokers Confluence,"Green (https://app.notion.com/p/Green-385f1559c99b81ad8180d89fdd7dc9cf?pvs=21), Blue (https://app.notion.com/p/Blue-385f1559c99b81ad8f01d3f8ad7be42e?pvs=21), White (https://app.notion.com/p/White-385f1559c99b814186a1e434ab788b13?pvs=21)",,https://cards.scryfall.io/normal/front/6/5/657ff5fc-1a95-46f9-85f7-fc1ad757c8c4.jpg?1673482329,https://cards.scryfall.io/normal/front/6/5/657ff5fc-1a95-46f9-85f7-fc1ad757c8c4.jpg?1673482329
Maw of Kozilek,Colorless (https://app.notion.com/p/Colorless-385f1559c99b811ead5fea102e2598e7?pvs=21),,https://cards.scryfall.io/normal/front/4/8/48669993-ad68-499e-8f2e-bc5c651b4b28.jpg?1562909743,https://cards.scryfall.io/normal/front/4/8/48669993-ad68-499e-8f2e-bc5c651b4b28.jpg?1562909743
Crenellated Wall,Colorless (https://app.notion.com/p/Colorless-385f1559c99b811ead5fea102e2598e7?pvs=21),,https://cards.scryfall.io/normal/front/d/8/d85ad08d-1120-411a-8bbe-ac93a56476bd.jpg?1562383051,https://cards.scryfall.io/normal/front/d/8/d85ad08d-1120-411a-8bbe-ac93a56476bd.jpg?1562383051
Mirari,Colorless (https://app.notion.com/p/Colorless-385f1559c99b811ead5fea102e2598e7?pvs=21),,https://cards.scryfall.io/normal/front/7/d/7de1dfcf-f2e7-4c7c-8b00-c5d30a2d3f98.jpg?1562921518,https://cards.scryfall.io/normal/front/7/d/7de1dfcf-f2e7-4c7c-8b00-c5d30a2d3f98.jpg?1562921518
Metropolis Sprite,Blue (https://app.notion.com/p/Blue-385f1559c99b81ad8f01d3f8ad7be42e?pvs=21),,https://cards.scryfall.io/normal/front/f/c/fce74849-2e08-4d08-b387-4693f1b9f653.jpg?1592516433,https://cards.scryfall.io/normal/front/f/c/fce74849-2e08-4d08-b387-4693f1b9f653.jpg?1592516433
Veil of Birds,Blue (https://app.notion.com/p/Blue-385f1559c99b81ad8f01d3f8ad7be42e?pvs=21),,https://cards.scryfall.io/normal/front/5/5/55bd3fac-44b6-4078-a096-8d47b01ea979.jpg?1562912890,https://cards.scryfall.io/normal/front/5/5/55bd3fac-44b6-4078-a096-8d47b01ea979.jpg?1562912890
The Aetherspark,Colorless (https://app.notion.com/p/Colorless-385f1559c99b811ead5fea102e2598e7?pvs=21),,https://cards.scryfall.io/normal/front/0/5/05690d52-06c4-40b1-8360-380418a83250.jpg?1773400501,https://cards.scryfall.io/normal/front/0/5/05690d52-06c4-40b1-8360-380418a83250.jpg?1773400501
Island Sanctuary,White (https://app.notion.com/p/White-385f1559c99b814186a1e434ab788b13?pvs=21),,https://cards.scryfall.io/normal/front/5/1/5160e700-3bca-4992-a772-48f1f124cee6.jpg?1562914070,https://cards.scryfall.io/normal/front/5/1/5160e700-3bca-4992-a772-48f1f124cee6.jpg?1562914070
Diary of Dreams,Colorless (https://app.notion.com/p/Colorless-385f1559c99b811ead5fea102e2598e7?pvs=21),,https://cards.scryfall.io/normal/front/e/e/ee1e0a96-af80-444e-a456-5b256cf60625.jpg?1775938731,https://cards.scryfall.io/normal/front/e/e/ee1e0a96-af80-444e-a456-5b256cf60625.jpg?1775938731
Platinum Angel,Colorless (https://app.notion.com/p/Colorless-385f1559c99b811ead5fea102e2598e7?pvs=21),,https://cards.scryfall.io/normal/front/c/a/ca7f4fd6-e268-4d15-bfbf-d9f0f95864fc.jpg?1576383285,https://cards.scryfall.io/normal/front/c/a/ca7f4fd6-e268-4d15-bfbf-d9f0f95864fc.jpg?1576383285
Debt to the Deathless,"Black (https://app.notion.com/p/Black-385f1559c99b81159969d6f2ba866779?pvs=21), White (https://app.notion.com/p/White-385f1559c99b814186a1e434ab788b13?pvs=21)",,https://cards.scryfall.io/normal/front/a/4/a42f8d69-dff4-4c35-a5fc-527ea5f1d21b.jpg?1702429620,https://cards.scryfall.io/normal/front/a/4/a42f8d69-dff4-4c35-a5fc-527ea5f1d21b.jpg?1702429620
Watercourser,Blue (https://app.notion.com/p/Blue-385f1559c99b81ad8f01d3f8ad7be42e?pvs=21),,https://cards.scryfall.io/normal/front/4/8/4826219d-c9f0-4589-8b5e-32128259c374.jpg?1562909704,https://cards.scryfall.io/normal/front/4/8/4826219d-c9f0-4589-8b5e-32128259c374.jpg?1562909704
Bottle Golems,Colorless (https://app.notion.com/p/Colorless-385f1559c99b811ead5fea102e2598e7?pvs=21),,https://cards.scryfall.io/normal/front/5/1/513a36a1-b2e3-4779-b8a7-66f01c488bf0.jpg?1626098970,https://cards.scryfall.io/normal/front/5/1/513a36a1-b2e3-4779-b8a7-66f01c488bf0.jpg?1626098970
Agony Warp,"Black (https://app.notion.com/p/Black-385f1559c99b81159969d6f2ba866779?pvs=21), Blue (https://app.notion.com/p/Blue-385f1559c99b81ad8f01d3f8ad7be42e?pvs=21)",,https://cards.scryfall.io/normal/front/5/8/5890a23e-1da0-432b-8dc8-85b92dee9ba1.jpg?1673148257,https://cards.scryfall.io/normal/front/5/8/5890a23e-1da0-432b-8dc8-85b92dee9ba1.jpg?1673148257
Tuknir Deathlock,"Green (https://app.notion.com/p/Green-385f1559c99b81ad8180d89fdd7dc9cf?pvs=21), Red (https://app.notion.com/p/Red-385f1559c99b81ad809afb2dead490e9?pvs=21)",,https://cards.scryfall.io/normal/front/5/a/5ab10b32-00b6-40b7-ad5e-ff2fd35951ef.jpg?1562913887,https://cards.scryfall.io/normal/front/5/a/5ab10b32-00b6-40b7-ad5e-ff2fd35951ef.jpg?1562913887
Kiddie Coaster,Colorless (https://app.notion.com/p/Colorless-385f1559c99b811ead5fea102e2598e7?pvs=21),,https://cards.scryfall.io/normal/front/4/5/451731e1-ac14-426c-a853-d502d10394a0.jpg?1673915826,https://cards.scryfall.io/normal/front/4/5/451731e1-ac14-426c-a853-d502d10394a0.jpg?1673915826
Green Slime,Green (https://app.notion.com/p/Green-385f1559c99b81ad8180d89fdd7dc9cf?pvs=21),,https://cards.scryfall.io/normal/front/b/1/b1beaaae-9406-4beb-8e74-d278822434c7.jpg?1674140980,https://cards.scryfall.io/normal/front/b/1/b1beaaae-9406-4beb-8e74-d278822434c7.jpg?1674140980
Cloudform,Blue (https://app.notion.com/p/Blue-385f1559c99b81ad8f01d3f8ad7be42e?pvs=21),,https://cards.scryfall.io/normal/front/0/0/00e3ff89-9901-48ba-900c-5778cdd1b112.jpg?1592710534,https://cards.scryfall.io/normal/front/0/0/00e3ff89-9901-48ba-900c-5778cdd1b112.jpg?1592710534
Trailblazer's Torch,Colorless (https://app.notion.com/p/Colorless-385f1559c99b811ead5fea102e2598e7?pvs=21),,https://cards.scryfall.io/normal/front/0/c/0c4f76ae-e93b-4ca1-ac62-753707f6319e.jpg?1674138069,https://cards.scryfall.io/normal/front/0/c/0c4f76ae-e93b-4ca1-ac62-753707f6319e.jpg?1674138069
Korozda Gorgon,"Black (https://app.notion.com/p/Black-385f1559c99b81159969d6f2ba866779?pvs=21), Green (https://app.notion.com/p/Green-385f1559c99b81ad8180d89fdd7dc9cf?pvs=21)",,https://cards.scryfall.io/normal/front/7/0/7006e5b9-d6a3-43ce-904b-b2ac0fea67e5.jpg?1562915766,https://cards.scryfall.io/normal/front/7/0/7006e5b9-d6a3-43ce-904b-b2ac0fea67e5.jpg?1562915766
Ringsight,"Black (https://app.notion.com/p/Black-385f1559c99b81159969d6f2ba866779?pvs=21), Blue (https://app.notion.com/p/Blue-385f1559c99b81ad8f01d3f8ad7be42e?pvs=21)",,https://cards.scryfall.io/normal/front/3/7/3700a65c-6f54-4d56-9c6f-8364c45a058c.jpg?1686969951,https://cards.scryfall.io/normal/front/3/7/3700a65c-6f54-4d56-9c6f-8364c45a058c.jpg?1686969951
Solemn Simulacrum,Colorless (https://app.notion.com/p/Colorless-385f1559c99b811ead5fea102e2598e7?pvs=21),,https://cards.scryfall.io/normal/front/d/a/daafd816-f7c1-4630-9e5c-a1e5db570a35.jpg?1781183900,https://cards.scryfall.io/normal/front/d/a/daafd816-f7c1-4630-9e5c-a1e5db570a35.jpg?1781183900
Urza's Hot Tub,Colorless (https://app.notion.com/p/Colorless-385f1559c99b811ead5fea102e2598e7?pvs=21),,https://cards.scryfall.io/normal/front/7/e/7e17722a-3509-45ac-ae5c-c230482c69e4.jpg?1781547482,https://cards.scryfall.io/normal/front/7/e/7e17722a-3509-45ac-ae5c-c230482c69e4.jpg?1781547482
Flayer of Loyalties,Colorless (https://app.notion.com/p/Colorless-385f1559c99b811ead5fea102e2598e7?pvs=21),,https://cards.scryfall.io/normal/front/3/3/33f3ee0c-1e73-42b6-841d-0a878a80002a.jpg?1690002978,https://cards.scryfall.io/normal/front/3/3/33f3ee0c-1e73-42b6-841d-0a878a80002a.jpg?1690002978
Turn Against,Colorless (https://app.notion.com/p/Colorless-385f1559c99b811ead5fea102e2598e7?pvs=21),,https://cards.scryfall.io/normal/front/4/d/4de8ef35-f141-4bc6-8ea1-f87aa6f5ecd7.jpg?1562913242,https://cards.scryfall.io/normal/front/4/d/4de8ef35-f141-4bc6-8ea1-f87aa6f5ecd7.jpg?1562913242
Icon of Ancestry,Colorless (https://app.notion.com/p/Colorless-385f1559c99b811ead5fea102e2598e7?pvs=21),,https://cards.scryfall.io/normal/front/f/6/f6cdbdf3-f8bd-48a9-8a47-6b0b9d5de0db.jpg?1698988514,https://cards.scryfall.io/normal/front/f/6/f6cdbdf3-f8bd-48a9-8a47-6b0b9d5de0db.jpg?1698988514
